index,Title,Genre,Runtime,Rating
903,Our Brand Is Crisis,"Action,Comedy,Drama",107,6.1
904,Black Mass,"Action,Biography,Crime,Drama,History",123,6.9
905,The Keeping Room,"Action,Drama,Western",95,6.0
906,99 Homes,"Action,Drama",112,7.1
907,Middle Men,"Action,Comedy,Crime,Drama",105,6.6
908,American Wedding,"Action,Comedy,Romance",96,6.3
909,American Pie 2,"Action,Comedy,Romance",108,6.4
910,Bridge of Spies,"Action,Biography,Drama,History,Thriller",142,7.6
911,Escobar: Paradise Lost,"Action,Crime,Drama,History,Romance",120,6.5
912,Boiler Room,"Action,Crime,Drama,Thriller",120,7.0
913,Roald Dahl's Esio Trot,"Action,Comedy,Family,Romance",88,7.0
914,Peter Pan,"Action,Adventure,Family,Fantasy,Romance",113,6.9
915,Spectre,"Action,Adventure,Thriller",148,6.8
916,Legend,"Action,Biography,Crime,Drama,History",132,7.0
917,Truth,"Action,Biography,Drama,History",125,6.8
918,Kevin Hart: I'm a Grown Little Man,"Comedy,Documentary",73,7.8
919,Frozen Fever,"Action,Adventure,Animation,Comedy,Family",8,6.9
920,Deathgasm,"Action,Comedy,Horror,Music",86,6.3
922,King Solomon's Mines,"Action,Adventure,Fantasy,Romance",105,6.0
923,Goosebumps,"Action,Adventure,Comedy,Family,Fantasy",103,6.3
924,Max,"Action,Adventure,Drama,Family,Fantasy",111,6.8
925,Fathers & Daughters,"Action,Drama",116,7.1
926,Ninja: Shadow of a Tear,"Action,Crime,Thriller",95,6.2
927,Dragon Blade,"Action,Adventure,Drama,History",127,6.1
928,Killing Kennedy,"Action,Drama,Thriller",87,6.0
929,Before We Go,"Action,Comedy,Drama,Romance",95,6.8
930,The Condemned,"Action,Crime,Thriller",105,6.1
931,Goal! The Dream Begins,"Action,Drama,Romance,Sport",118,6.7
932,Solace,"Action,Crime,Drama,Mystery,Thriller",101,6.4
933,Straight Outta Compton,"Action,Biography,Crime,Drama,History",147,7.9
934,Experimenter,"Action,Biography,Drama,History",98,6.6
935,Ashby,"Action,Comedy,Drama,Romance",100,6.4
936,Woodlawn,"Action,Drama,Sport",123,6.5
937,The Intern,"Action,Comedy,Drama",121,7.1
938,45 Years,"Action,Drama,Romance",91,7.1
939,Ship of Theseus,"Action,Drama",140,8.1
940,Oliver Twist,"Action,Crime,Drama",130,6.9
941,Burnt,"Action,Comedy,Drama",101,6.6
942,The Diary of a Teenage Girl,"Action,Drama,Romance",102,6.9
943,Paper Man,,110,6.6
944,The Martian,"Action,Adventure,Comedy,Drama,Sci-Fi",144,8.0
945,Brandon Semenuk's Rad Company,"Action,Adventure,Documentary,Music,Sport",62,6.7
946,Irrational Man,"Action,Comedy,Crime,Drama,Mystery",95,6.6
947,Hotel Transylvania 2,"Action,Animation,Comedy,Family,Fantasy",89,6.7
948,Infinitely Polar Bear,"Action,Comedy,Drama,Romance",90,7.0
949,Sleeping with Other People,"Action,Comedy,Drama,Romance",101,6.5
950,Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror",93,6.3
951,Sicario,"Action,Crime,Drama,Mystery,Thriller",121,7.6
952,The Walk,"Action,Adventure,Biography,Crime,Drama",123,7.3
953,The Visit,"Comedy,Horror,Thriller",94,6.2
954,Being AP,"Action,Documentary,Sport",103,6.3
955,Everest,"Action,Adventure,Biography,Drama,History",121,7.1
956,A Walk in the Woods,"Action,Adventure,Biography,Comedy,Drama",104,6.3
957,Memories of the Sword,"Action,Drama,History",120,6.4
958,Cracks,"Action,Drama,Thriller",104,6.7
959,15 Minutes,"Action,Crime,Drama,Thriller",120,6.1
960,Horns,"Action,Drama,Fantasy,Horror,Thriller",120,6.5
961,The Life of David Gale,"Action,Crime,Drama,Thriller",130,7.6
962,Pawn Sacrifice,"Action,Biography,Drama,Sport,Thriller",115,7.0
963,Heist,"Action,Crime,Thriller",93,6.1
964,We Are Your Friends,"Action,Drama,Music,Romance",96,6.2
965,The Caller,"Action,Thriller",92,6.1
966,Daft Punk Unchained,"Action,Documentary,Music",85,7.3
967,Spanglish,"Action,Comedy,Drama,Romance",131,6.4
968,Beasts of No Nation,"Action,Drama,War",137,7.8
969,Sightseers,"Action,Adventure,Comedy,Crime,Horror",88,6.5
970,Mr Calzaghe,"Action,Biography,Documentary,Sport",90,8.0
971,Bone Tomahawk,"Action,Adventure,Drama,Horror,Thriller",132,7.1
972,War Room,"Action,Drama",120,6.4
973,Mistress America,"Action,Comedy,Drama",84,6.7
974,"Good Luck Charlie, It's Christmas!","Action,Comedy,Drama,Family",90,6.6
975,Free to Play,"Action,Documentary",75,8.0
976,Lost in the Sun,"Action,Drama,Thriller",95,6.0
977,Jaco,"Action,Biography,Documentary,Drama,Music",110,7.6
978,The Invisible,"Action,Crime,Drama,Fantasy,Mystery",102,6.3
979,Absolutely Anything,"Action,Comedy,Sci-Fi",85,6.0
980,Jerusalem,"Action,Documentary",45,7.3
981,Heartbreakers,"Action,Comedy,Crime,Romance",123,6.2
982,Noble,"Action,Biography,Drama",100,6.7
983,At Middleton,"Action,Comedy,Romance",99,6.5
984,The Hours,"Action,Drama,Romance",110,7.6
985,Love,"Action,Drama,Romance",135,6.0
986,The Little Prince,"Action,Adventure,Animation,Drama,Family",108,7.8
987,Amy,"Action,Biography,Documentary,Music",128,7.8
988,Mississippi Grind,"Action,Comedy,Drama",108,6.4
989,Best of Enemies: Buckley vs. Vidal,"Action,Documentary,History,News",87,7.6
990,Maze Runner: The Scorch Trials,"Action,Sci-Fi,Thriller",131,6.3
991,Ant-Man,"Action,Adventure,Comedy,Sci-Fi",117,7.3
992,The Stanford Prison Experiment,"Action,Biography,Drama,History,Thriller",122,6.9
993,Steve Jobs: The Man in the Machine,"Action,Documentary",128,6.9
994,Ted 2,"Action,Adventure,Comedy,Romance",115,6.3
995,Youth,"Action,Comedy,Drama,Music,Romance",124,7.3
996,Assassination,"Action,Drama,History,Thriller",140,7.3
997,Moondance Alexander,"Action,Drama,Family",105,6.4
998,Listen to Me Marlon,"Action,Biography,Documentary",103,8.2
999,Meru,"Action,Adventure,Documentary,Sport",90,7.7
1000,Ronaldo,"Action,Biography,Documentary,Sport",102,6.4
1001,American Ultra,"Action,Comedy,Sci-Fi,Thriller",105,6.1
1002,Tangerine,"Action,Comedy,Crime,Drama",88,7.1
1003,The End of the Tour,"Action,Biography,Drama",106,7.3
1004,Mr. Holmes,"Action,Drama,Mystery",104,6.9
1005,Trainwreck,"Action,Comedy,Drama,Romance",125,6.2
1006,No Escape,"Action,Thriller",103,6.8
1007,The Gift,"Action,Drama,Mystery,Thriller",108,7.1
1008,Minions,"Action,Adventure,Animation,Comedy,Family",91,6.4
1009,Vacation,"Action,Adventure,Comedy,Family",99,6.1
1010,The Man from U.N.C.L.E.,"Action,Adventure,Comedy",116,7.3
1011,Self/less,"Action,Drama,Mystery,Sci-Fi,Thriller",117,6.5
1012,Some Dogs Bite,"Action,Drama",85,6.2
1013,The Grand Seduction,"Action,Comedy",113,7.0
1014,Flowers in the Attic,"Action,Drama,Horror,Mystery,Thriller",86,6.1
1015,Paradise Found 2015,"Action,Biography",26,6.7
1016,The Final Girls,"Action,Comedy,Horror",88,6.6
1017,Avengers: Age of Ultron,"Action,Adventure,Sci-Fi",141,7.4
1018,Entourage,"Action,Comedy",104,6.6
1019,Cop Car,"Action,Crime,Thriller",88,6.3
1020,Tomorrowland,"Action,Adventure,Family,Fantasy,Mystery",130,6.5
1021,Me and Earl and the Dying Girl,"Action,Comedy,Drama",105,7.8
1022,Rhymes for Young Ghouls,"Action,Crime,Drama",88,6.5
1023,Jurassic World,"Action,Adventure,Sci-Fi,Thriller",124,7.0
1024,San Andreas,"Action,Adventure,Drama,Thriller",114,6.1
1025,Terminator Genisys,"Action,Adventure,Sci-Fi,Thriller",126,6.5
1026,Mr Blue Sky: The Story of Jeff Lynne & ELO,"Action,Documentary,Music",60,7.5
1027,Southpaw,"Action,Drama,Sport,Thriller",124,7.4
1028,The Search for Freedom,"Action,Documentary",92,6.9
1029,Ice Age,"Action,Adventure,Animation,Comedy,Family",81,7.5
1030,Child 44,"Action,Crime,Drama,Thriller",137,6.5
1031,Little Boy,"Action,Comedy,Drama,History,War",106,7.4
1032,Mission: Impossible - Rogue Nation,"Action,Adventure,Thriller",131,7.4
1033,Z for Zachariah,"Action,Drama,Sci-Fi,Thriller",98,6.0
1034,Matchstick Men,"Action,Comedy,Crime,Drama,Thriller",116,7.3
1035,Lifted,"Action,Drama",108,6.7
1036,Sherrybaby,"Action,Drama",105,6.6
1037,Rush Hour 2,"Action,Comedy,Crime,Mystery,Thriller",90,6.6
1038,Inside Out,"Action,Adventure,Animation,Comedy,Drama",95,8.2
1039,Kites,"Action,Drama,Romance,Thriller",123,6.1
1040,Zulu,"Action,Crime,Drama,Thriller",110,6.7
1041,Zombieland,"Action,Adventure,Comedy,Horror,Sci-Fi",88,7.7
1042,Zodiac,"Action,Crime,Drama,History,Mystery",157,7.7
1043,Zero Dark Thirty,"Action,Drama,History,Thriller",157,7.4
1044,Zathura: A Space Adventure,"Action,Adventure,Comedy,Family,Fantasy",101,6.2
1045,Zack and Miri Make a Porno,"Action,Comedy,Romance",101,6.6
1046,Youth Without Youth,"Action,Comedy,Drama,Fantasy,History",124,6.3
1047,You're Not You,"Action,Drama",102,7.4
1048,You're Next,"Action,Horror,Thriller",95,6.5
1049,Your Sister's Sister,"Action,Comedy,Drama",90,6.7
1050,Young Adult,"Action,Comedy,Drama,Romance",94,6.3
1051,Young Adam,"Action,Crime,Drama",98,6.5
1052,Yes Man,"Action,Comedy,Romance",104,6.8
1053,X-Men 2,"Action,Adventure,Fantasy,Sci-Fi,Thriller",134,7.5
1054,X-Men: The Last Stand,"Action,Adventure,Fantasy,Sci-Fi,Thriller",104,6.7
1055,X-Men Origins: Wolverine,"Action,Adventure,Fantasy,Sci-Fi,Thriller",107,6.6
1056,X-Men: First Class,"Action,Adventure,Sci-Fi",131,7.8
1057,X-Men: Days of Future Past,"Action,Adventure,Fantasy,Sci-Fi,Thriller",132,8.0
1058,X-Men,"Action,Adventure,Sci-Fi",104,7.4
1059,Wyrmwood: Road of the Dead,"Action,Comedy,Horror",98,6.3
1060,Wrong Turn,"Action,Horror,Thriller",84,6.1
1061,Wrong Cops,"Action,Comedy,Crime",83,6.0
1062,Wrong,"Action,Comedy,Mystery",94,6.3
1063,Wreck-It Ralph,"Action,Adventure,Animation,Comedy,Family",101,7.7
1064,World's Greatest Dad,"Action,Comedy,Drama",99,6.9
1065,World War Z,"Action,Adventure,Horror,Sci-Fi,Thriller",116,7.0
1066,World Trade Center,"Action,Drama,History,Thriller",129,6.0
1067,Words and Pictures,"Action,Comedy,Drama,Romance",111,6.6
1069,Womb,"Action,Drama,Romance,Sci-Fi",111,6.4
1070,Woman in Gold,"Action,Biography,Drama,History",109,7.3
1071,Wolf Creek,"Action,Horror,Thriller",99,6.3
1072,Wolf Creek 2,"Action,Horror,Thriller",106,6.1
1073,Wish I Was Here,"Action,Comedy,Drama",106,6.7
1074,Winter's Tale,"Action,Drama,Fantasy,Mystery,Romance",118,6.2
1075,Winter's Bone,"Action,Drama",100,7.2
1076,Winnie the Pooh,"Action,Adventure,Animation,Comedy,Family",105,7.2
1077,Windtalkers,"Action,Drama,History,War",134,6.0
1078,Win Win,"Action,Comedy,Drama,Sport",106,7.2
1079,Wimbledon,"Action,Comedy,Romance,Sport",98,6.3
1080,Wild Child,"Action,Comedy,Drama,Romance",98,6.1
1081,Wild,"Action,Adventure,Biography,Drama,History",115,7.1
1082,Whitey: United States of America v. James J. Bulger,"Action,Biography,Crime,Documentary",107,6.8
1083,White House Down,"Action,Drama,Thriller",131,6.4
1084,White Bird in a Blizzard,"Action,Drama,Mystery,Thriller",91,6.4
1085,While We're Young,"Action,Comedy,Drama,Mystery",97,6.3
1086,Where the Wild Things Are,"Action,Adventure,Drama,Family,Fantasy",101,6.8
1087,When the Game Stands Tall,"Action,Drama,Family,Sport",115,6.7
1088,What's Your Number?,"Action,Comedy,Romance",106,6.1
1089,What Women Want,"Action,Comedy,Fantasy,Romance",127,6.4
1090,What We Do in the Shadows,"Action,Comedy,Fantasy,Horror",86,7.6
1091,What We Did on Our Holiday,"Comedy,Drama",95,6.9
1092,What Richard Did,"Action,Drama",88,6.3
1093,What Maisie Knew,"Action,Drama",93,7.5
1094,What If,"Action,Comedy,Romance",98,6.8
1095,What Happens in Vegas,"Action,Comedy,Romance",99,6.1
1096,Whale Rider,"Action,Drama,Family",101,7.6
1097,Wet Hot American Summer,"Action,Comedy,Romance",97,6.7
1098,We're the Millers,"Action,Adventure,Comedy,Crime",110,7.0
1099,Wendy and Lucy,"Action,Drama",80,7.1
1100,Welcome to the Punch,"Action,Crime,Thriller",99,6.1
1101,Weekend,"Action,Drama,Romance",97,7.7
1102,Wedding Crashers,"Action,Comedy,Romance",119,7.0
1103,We Were Soldiers,"Action,Drama,History,War",138,7.2
1104,We Still Kill the Old Way,"Action,Comedy,Crime,Drama,Horror",94,6.0
1105,We Own the Night,"Action,Crime,Drama,Thriller",117,6.9
1106,We Need to Talk About Kevin,"Action,Crime,Drama,Mystery,Thriller",112,7.5
1107,We Bought a Zoo,"Action,Comedy,Drama,Family",124,7.1
1108,We Are Marshall,"Action,Drama,Sport",131,7.1
1109,Water for Elephants,"Action,Drama,Romance",105,6.9
1110,Watchmen,"Action,Adventure,Drama,Mystery,Sci-Fi",162,7.6
1111,Wasted on the Young,"Action,Drama,Thriller",105,6.0
1112,Warrior,"Action,Drama,Sport",140,8.2
1113,Warm Bodies,"Action,Comedy,Horror,Romance",98,6.9
1114,War of the Worlds,"Action,Adventure,Sci-Fi,Thriller",116,6.5
1115,War Horse,"Action,Drama,War",146,7.2
1116,War,"Action,Crime,Thriller",103,6.3
1117,Wanted,"Action,Crime,Fantasy,Thriller",110,6.7
1118,WALL·E,"Action,Adventure,Animation,Family,Sci-Fi",98,8.4
1119,Wall Street: Money Never Sleeps,"Action,Drama",133,6.2
1120,Walking Tall,"Action,Crime",86,6.2
1121,Walk of Shame,"Action,Comedy",95,6.0
1122,Waiting...,"Action,Comedy",94,6.8
1123,Violet & Daisy,"Action,Comedy,Crime,Drama,Thriller",88,6.1
1124,V/H/S/2,"Action,Horror,Thriller",96,6.1
1125,Very Good Girls,"Action,Drama,Romance",91,6.0
1126,Veronica Mars,"Action,Crime,Drama,Mystery,Thriller",107,6.8
1127,Vantage Point,"Action,Crime,Drama,Mystery,Thriller",90,6.6
1128,Vanilla Sky,"Action,Fantasy,Mystery,Romance,Sci-Fi",136,6.9
1129,Van Wilder: Party Liaison,"Comedy,Romance",92,6.4
1130,Van Helsing,"Action,Adventure,Fantasy,Mystery,Thriller",131,6.1
1131,Valkyrie,"Action,Drama,History,Thriller,War",121,7.1
1132,Valhalla Rising,"Action,Adventure,Drama,Fantasy,History",93,6.0
1133,Vacancy,"Action,Crime,Horror,Mystery,Thriller",85,6.2
1134,V for Vendetta,"Action,Drama,Sci-Fi,Thriller",132,8.2
1135,Upstream Color,"Action,Drama,Sci-Fi",96,6.7
1136,Upside Down,"Action,Drama,Fantasy,Romance,Sci-Fi",109,6.4
1137,Up in the Air,"Action,Drama,Romance",109,7.4
1138,Up,"Action,Adventure,Animation,Comedy,Family",96,8.3
1139,Untraceable,"Action,Crime,Drama,Mystery,Thriller",101,6.2
1140,Unthinkable,"Action,Drama,Thriller",97,7.1
1141,Unstoppable,"Action,Thriller",98,6.8
1142,Unleashed,"Action,Crime,Drama,Thriller",103,7.0
1143,Unknown,"Action,Mystery,Thriller",113,6.9
1144,United 93,"Action,Crime,Drama,History,Thriller",111,7.6
1145,Unfinished Song,"Action,Comedy,Drama,Music,Romance",90,7.0
1146,Unfaithful,"Action,Drama,Romance,Thriller",124,6.7
1147,Undisputed 3: Redemption,"Action,Crime,Drama,Sport",105,7.5
1148,Underworld: Rise of the Lycans,"Action,Adventure,Fantasy,Sci-Fi,Thriller",92,6.6
1149,Underworld: Evolution,"Action,Adventure,Fantasy,Sci-Fi,Thriller",106,6.7
1150,Underworld Awakening,"Action,Fantasy,Horror",88,6.4
1151,Underworld,"Action,Fantasy,Thriller",121,7.0
1152,Under the Tuscan Sun,"Action,Comedy,Drama,Romance",113,6.8
1153,Under the Skin,"Action,Drama,Horror,Sci-Fi,Thriller",108,6.3
1154,Under the Electric Sky,"Action,Documentary,Music",85,6.5
1155,Undefeated,"Action,Documentary,Sport",113,7.8
1156,Unbroken,"Action,Biography,Drama,History,Sport",137,7.2
1157,Unbreakable,"Action,Drama,Mystery,Sci-Fi,Thriller",106,7.2
1158,U-571,"Action,War",116,6.6
1159,Tyrannosaur,"Action,Drama",92,7.6
1160,Two Night Stand,"Action,Comedy,Romance",86,6.4
1161,Two for the Money,"Action,Drama,Sport,Thriller",122,6.2
1162,Twice Born,"Action,Drama,Romance,War",127,7.4
1163,Turks & Caicos,"Action,Drama,Mystery,Thriller",95,6.6
1164,Turbo,"Action,Adventure,Animation,Comedy,Family",96,6.5
1165,Tucker and Dale vs Evil,"Action,Comedy,Horror",89,7.6
1166,TT3D: Closer to the Edge,"Action,Documentary,Sport",104,8.0
1167,True Story,"Action,Crime,Drama,Mystery,Thriller",99,6.3
1168,True Grit,"Action,Adventure,Drama,Western",110,7.6
1169,Troy,"Action,Adventure,Drama,Fantasy,History",163,7.2
1170,Trouble with the Curve,"Action,Drama,Sport",111,6.8
1171,Tropic Thunder,"Action,Comedy",107,7.0
1172,TRON: Legacy,"Action,Adventure,Fantasy,Sci-Fi",105,6.8
1173,Trishna,,117,6.0
1174,Triple Dog,"Action,Drama,Thriller",95,6.0
1175,Trick 'r Treat,"Action,Comedy,Fantasy,Horror,Thriller",105,6.8
1176,Triangle,"Action,Fantasy,Mystery,Thriller",99,6.9
1177,Treasure Planet,"Action,Adventure,Animation,Family,Romance",95,7.1
1178,Transsiberian,"Action,Crime,Drama,Mystery,Thriller",111,6.7
1179,Transporter 3,"Action,Adventure,Crime,Mystery,Thriller",104,6.1
1180,Transporter 2,"Action,Crime,Thriller",87,6.3
1181,Transformers: Revenge of the Fallen,"Action,Adventure,Sci-Fi",150,6.0
1182,Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",154,6.3
1183,Transformers,"Action,Adventure,Sci-Fi",144,7.1
1184,Transcendence,"Action,Drama,Mystery,Romance,Sci-Fi",119,6.3
1185,Traitor,"Action,Crime,Drama,Thriller",114,7.0
1186,Training Day,"Action,Crime,Drama,Thriller",122,7.7
1187,Traffic,"Action,Crime,Drama,Thriller",147,7.6
1188,Tracks,"Action,Adventure,Biography,Drama",112,7.2
1189,TPB AFK: The Pirate Bay Away from Keyboard,"Action,Documentary",85,7.6
1190,Toy Story 3,"Action,Adventure,Animation,Comedy,Family",103,8.3
1191,Tower Heist,"Action,Comedy,Crime",104,6.2
1192,Touching the Void,"Action,Adventure,Documentary,Drama,Sport",106,8.1
1193,Total Recall,"Action,Adventure,Mystery,Sci-Fi,Thriller",118,6.3
1194,Top Five,"Action,Comedy,Romance",102,6.4
1195,"Tomorrow, When the War Began","Action,Adventure,Drama,War",105,6.2
1196,Tom and Jerry in Shiver Me Whiskers,"Action,Adventure,Animation,Comedy,Family",105,6.6
1197,TMNT,"Action,Adventure,Animation,Comedy,Family",87,6.3
1198,Tinker Tailor Soldier Spy,"Action,Drama,Mystery,Thriller",122,7.1
1199,Tinker Bell and the Lost Treasure,"Action,Adventure,Animation,Family,Fantasy",105,6.8
1200,Tinker Bell and the Legend of the NeverBeast,"Action,Adventure,Animation,Family,Fantasy",76,7.3
1201,Tinker Bell and the Great Fairy Rescue,"Action,Adventure,Animation,Family,Fantasy",105,7.0
1202,Tinker Bell,"Action,Adventure,Animation,Family,Fantasy",105,6.9
1203,Tim's Vermeer,"Action,Documentary,History",80,7.8
1204,Time Lapse,"Action,Sci-Fi,Thriller",104,6.5
1205,Thunder and the House of Magic,"Action,Adventure,Animation,Comedy,Family",85,6.3
1206,Three Night Stand,"Action,Comedy,Drama",86,6.0
1207,Thorne: Sleepyhead,"Action,Crime,Drama,Mystery,Thriller",180,6.8
1208,Thorne: Scaredycat,"Action,Crime,Drama,Mystery,Thriller",120,6.6
1209,Thor: The Dark World,"Action,Adventure,Fantasy,Sci-Fi",112,7.0
1210,Thor,"Action,Adventure,Fantasy,Sci-Fi",115,7.0
1211,This Must Be the Place,"Action,Comedy,Drama",118,6.7
1212,This Means War,"Action,Comedy,Romance",97,6.3
1213,This Is Where I Leave You,"Action,Comedy,Drama",103,6.6
1214,This Is the End,"Action,Comedy,Fantasy",107,6.6
1215,This Is England,"Action,Crime,Drama",101,7.7
1216,This Is 40,"Action,Comedy,Romance",134,6.2
1217,Third Person,"Action,Drama,Romance",137,6.4
1218,Think Like a Man,"Action,Comedy,Romance",105,6.6
1219,These Final Hours,"Action,Drama,Sci-Fi,Thriller",87,6.7
1220,These Amazing Shadows,"Action,Documentary",88,7.6
1221,There Will Be Blood,"Action,Drama,History",158,8.1
1222,The Zero Theorem,"Action,Comedy,Drama,Fantasy,Mystery",107,6.1
1223,The Wrestler,"Action,Drama,Sport",109,7.9
1224,The World's End,"Action,Comedy,Sci-Fi",109,7.0
1225,The Words,"Action,Drama,Mystery,Romance,Thriller",102,7.1
1226,The Woman in Black,"Action,Drama,Fantasy,Horror,Thriller",95,6.4
1227,The Woman,"Action,Comedy,Crime,Drama,Horror",101,6.1
1228,The Wolverine,"Action,Adventure,Sci-Fi,Thriller",126,6.7
1229,The Wolf of Wall Street,"Action,Biography,Comedy,Crime,Drama",180,8.2
1230,The Whistleblower,"Action,Biography,Crime,Drama,Thriller",112,7.2
1231,The Whisperer in Darkness,"Action,Mystery,Sci-Fi,Thriller",103,6.6
1232,The Wedding Ringer,"Action,Comedy,Romance",101,6.7
1233,The Weather Man,"Action,Comedy,Drama",102,6.6
1234,The Way Way Back,"Action,Comedy,Drama",103,7.4
1235,The Way Back,"Action,Adventure,Biography,Drama,History",133,7.3
1236,The Watsons Go to Birmingham,"Action,Family,History",87,6.5
1237,The Water Horse,"Action,Adventure,Family,Fantasy",112,6.5
1238,The Water Diviner,"Action,Drama,History,War",111,7.1
1239,The Warrior's Way,"Action,Fantasy,Western",100,6.3
1240,The Wackness,"Action,Comedy,Drama,Romance",99,7.0
1241,The Vow,"Action,Drama,Romance",104,6.8
1242,The Voices,"Action,Comedy,Crime,Horror,Thriller",103,6.4
1243,The United States of Leland,"Action,Crime,Drama,Romance",108,7.1
1244,The Uninvited,"Action,Drama,Horror,Mystery,Thriller",87,6.4
1245,The Ugly Truth,"Action,Comedy,Romance",96,6.5
1246,The Two Faces of January,"Action,Romance,Thriller",96,6.2
1247,The Truth About Emanuel,"Action,Drama,Thriller",95,6.0
1248,The Trotsky,"Action,Comedy,Drama",120,6.8
1249,The Trip to Italy,"Action,Comedy,Drama",108,6.6
1250,The Trials of Cate McCall,"Action,Drama",89,6.3
1251,The Tree of Life,"Action,Drama,Fantasy",139,6.8
1252,The Transporter,"Action,Crime,Thriller",92,6.8
1253,The Town,"Action,Crime,Drama,Thriller",125,7.6
1254,The Thing,"Action,Horror,Mystery,Sci-Fi,Thriller",103,6.2
1255,The Theory of Everything,"Action,Biography,Drama,Romance",123,7.7
1256,The Terminal,"Action,Comedy,Drama,Romance",128,7.3
1257,The Tale of Despereaux,"Action,Adventure,Animation,Comedy,Family",93,6.1
1258,The Taking of Pelham 123,"Action,Crime,Thriller",106,6.4
1259,The Taking of Deborah Logan,"Action,Horror,Mystery,Thriller",90,6.0
1260,The Switch,"Action,Comedy,Drama,Romance",105,6.1
1261,The Sweeney,"Action,Crime,Drama",112,6.1
1262,The Sunset Limited,"Action,Drama",91,7.4
1263,The Sum of All Fears,"Action,Drama,Thriller,War",124,6.4
1264,The Strangers,"Action,Horror,Mystery,Thriller",86,6.2
1265,The SpongeBob Movie: Sponge Out of Water,"Action,Adventure,Animation,Comedy,Family",92,6.0
1266,The Sorcerer's Apprentice,"Action,Adventure,Comedy,Drama,Family",109,6.1
1267,The Social Network,"Action,Biography,Drama",120,7.7
1268,The Snowtown Murders,"Action,Biography,Crime,Drama,History",119,6.6
1269,The Skeleton Twins,"Action,Comedy,Drama,Romance",93,6.8
1270,The Skeleton Key,"Action,Drama,Horror,Mystery,Thriller",104,6.5
1271,The Signal,"Action,Sci-Fi,Thriller",97,6.1
1272,The Selfish Giant,"Action,Drama",91,7.3
1273,The Secret World of Arrietty,"Action,Adventure,Animation,Family,Fantasy",94,7.6
1274,The Secret Life of Walter Mitty,"Action,Adventure,Comedy,Drama,Fantasy",114,7.3
1275,The Second Best Exotic Marigold Hotel,"Action,Comedy,Drama",122,6.6
1276,The Seasoning House,"Action,Drama,Horror,Thriller",90,6.1
1277,The Score,"Action,Crime,Drama,Romance,Thriller",124,6.8
1278,The Sapphires,"Action,Biography,Comedy,Drama,Music",103,7.1
1279,The Salvation,"Action,Drama,Western",92,6.7
1280,The Rundown,"Action,Adventure,Comedy,Thriller",104,6.7
1281,The Rum Diary,"Action,Comedy,Drama",119,6.2
1282,The Royal Tenenbaums,"Action,Comedy,Drama",110,7.6
1283,The Rover,"Action,Crime,Drama,Sci-Fi,Thriller",103,6.4
1284,The Rocker,"Action,Comedy,Music",102,6.2
1285,The Road,"Action,Adventure,Drama",111,7.3
1286,The Rite,"Action,Drama,Horror,Mystery,Thriller",114,6.0
1287,The Riot Club,"Action,Drama,Thriller",107,6.0
1288,The Ring,"Action,Horror,Mystery,Sci-Fi",115,7.1
1289,The Right Kind of Wrong,"Action,Comedy,Romance",97,6.1
1290,The Rewrite,"Action,Comedy,Romance",107,6.2
1291,The Retrieval,"Action,Adventure,Drama,History,Western",92,6.6
1292,The Replacements,"Action,Comedy,Sport",118,6.5
1293,The Recruit,"Action,Crime,Drama,Mystery,Romance",115,6.6
1294,The Rebound,"Action,Comedy,Romance",95,6.3
1295,The Reader,"Action,Drama,Romance",124,7.6
1296,The Raven,"Crime,Mystery,Thriller",110,6.4
1297,The Railway Man,"Action,Biography,Drama,Romance,War",116,7.1
1298,The Raid: Redemption,"Action,Crime,Thriller",101,7.6
1299,The Pursuit of Happyness,"Action,Biography,Drama",117,8.0
1300,The Purge: Anarchy,"Action,Horror,Sci-Fi,Thriller",103,6.5
1301,The Proposal,"Action,Comedy,Drama,Romance",108,6.7
1302,The Princess and the Frog,"Action,Adventure,Animation,Comedy,Family",97,7.1
1303,The Prestige,"Action,Drama,Mystery,Sci-Fi,Thriller",130,8.5
1304,The Polar Express,"Action,Adventure,Animation,Family,Fantasy",100,6.6
1305,The Place Beyond the Pines,"Action,Crime,Drama,Thriller",140,7.3
1306,The Pirates! Band of Misfits,"Action,Adventure,Animation,Comedy,Family",88,6.7
1307,The Pirate Fairy,"Action,Adventure,Animation,Family,Fantasy",78,6.6
1308,The Pianist,"Action,Biography,Drama,History,Music",150,8.5
1309,The Physician,"Action,Adventure,Drama,History",150,7.2
1310,The Phantom of the Opera,"Drama,Musical,Romance,Thriller",143,7.3
1311,The Perks of Being a Wallflower,"Action,Drama,Romance",102,8.0
1312,The Perfect Storm,"Action,Adventure,Drama,History,Thriller",130,6.4
1313,The Perfect Host,"Action,Comedy,Crime,Thriller",105,6.8
1314,The Patriot,"Action,Drama,History,War",165,7.2
1315,The Passion of the Christ,"Action,Drama",127,7.2
1316,The Others,"Action,Fantasy,Horror,Mystery,Thriller",101,7.6
1317,The Other Woman,"Action,Comedy,Romance",109,6.0
1318,The Other Guys,"Action,Comedy,Crime",107,6.7
1319,The Other Boleyn Girl,"Action,Biography,Drama,History,Romance",115,6.7
1320,The One I Love,"Action,Comedy,Drama,Fantasy,Romance",91,7.1
1321,The Odd Life of Timothy Green,"Action,Comedy,Drama,Family,Fantasy",105,6.6
